x,exact,approx,abs_error,rel_error
1.53592320,0.215256873437,0.215274280919,1.740748147927e-05,8.086841177852e-05
1.54392280,0.213541773750,0.213565270466,2.349671608243e-05,1.100333469644e-04
1.55192240,0.211840339443,0.211871519036,3.117959275267e-05,1.471843976207e-04
1.55992200,0.210152461634,0.210162508583,1.004694918449e-05,4.780790625233e-05
1.56792160,0.208478032310,0.208499275196,2.124288691890e-05,1.018950854609e-04
1.57592120,0.206816944316,0.206836041810,1.909749359832e-05,9.234008200573e-05
1.58392080,0.205169091354,0.205188067445,1.897609068793e-05,9.249000696296e-05
1.59192040,0.203534367971,0.203540093080,5.725108897348e-06,2.812846279681e-05
1.59992000,0.201912669555,0.201922636759,9.967204412986e-06,4.936393756258e-05
1.60791960,0.200303892326,0.200335698482,3.180615610879e-05,1.587895059827e-04
1.61591920,0.198707933332,0.198733501183,2.556785029093e-05,1.286705058130e-04
1.62391880,0.197124690443,0.197131303883,6.613440562991e-06,3.354952922505e-05
1.63191840,0.195554062339,0.195574883650,2.082131056833e-05,1.064734238667e-04
1.63991800,0.193995948511,0.194018463416,2.251490530014e-05,1.160586366516e-04
1.64791760,0.192450249248,0.192477302205,2.705295650074e-05,1.405711689457e-04
1.65591720,0.190916865636,0.190920881971,4.016335765189e-06,2.103709251572e-05
1.66391680,0.189395699546,0.189425497826,2.979827983873e-05,1.573334553541e-04
1.67191640,0.187886653633,0.187914854658,2.820102465192e-05,1.500959440524e-04
1.67991600,0.186389631328,0.186404211490,1.458016189773e-05,7.822410395814e-05
1.68791560,0.184904536830,0.184908827344,4.290513830968e-06,2.320394028463e-05
1.69591520,0.183431275103,0.183459220264,2.794516129587e-05,1.523467646410e-04
1.70391480,0.181969751865,0.181994354162,2.460229653076e-05,1.351999234959e-04
1.71191440,0.180519873590,0.180544747082,2.487349196204e-05,1.377881086853e-04
1.71991400,0.179081547492,0.179095140002,1.359250911884e-05,7.590122661529e-05
1.72791360,0.177654681529,0.177676050965,2.136943595107e-05,1.202863654767e-04
1.73591320,0.176239184389,0.176256961929,1.777753944263e-05,1.008716620213e-04
1.74391280,0.174834965490,0.174853131914,1.816642473176e-05,1.039061304522e-04
1.75191240,0.173441934968,0.173449301900,7.366931424252e-06,4.247491487913e-05
1.75991200,0.172060003680,0.172075989929,1.598624882751e-05,9.291089437160e-05
1.76791160,0.170689083190,0.170702677958,1.359476837845e-05,7.964638466843e-05
1.77591120,0.169329085767,0.169344625010,1.553924257980e-05,9.176948253996e-05
1.78391080,0.167979924380,0.167986572061,6.647681130706e-06,3.957425957452e-05
1.79191040,0.166641512690,0.166659037156,1.752446597980e-05,1.051626674347e-04
1.79991000,0.165313765047,0.165331502251,1.773720357340e-05,1.072941721964e-04
1.80790960,0.163996596484,0.164003967346,7.370861716816e-06,4.494521151563e-05
1.81590920,0.162689922709,0.162691691463,1.768753115000e-06,1.087192793225e-05
1.82390880,0.161393660104,0.161409933623,1.627351887012e-05,1.008312151766e-04
1.83190840,0.160107725716,0.160128175784,2.045006814233e-05,1.277269291716e-04
1.83990800,0.158832037252,0.158831158923,8.783289545955e-07,5.529923117487e-06
1.84790760,0.157566513076,0.157579919127,1.340605149927e-05,8.508185678280e-05
1.85590720,0.156311072202,0.156328679332,1.760712969431e-05,1.126416027111e-04
1.86390680,0.155065634290,0.155077439536,1.180524624064e-05,7.613064167766e-05
1.87190640,0.153830119639,0.153841458762,1.133912351617e-05,7.371198529118e-05
1.87990600,0.152604449184,0.152605477989,1.028805076742e-06,6.741645359910e-06
1.88790560,0.151388544489,0.151400015259,1.147077019950e-05,7.577039754384e-05
